,mean_sea_ice_concentration,sea_ice_extent,miz_ice_extent
2013-05-15,0.876,504375000000.0,143125000000.0
2013-05-16,0.882,498125000000.0,131250000000.0
2013-05-17,0.871,496875000000.0,138750000000.0
2013-05-18,0.876,496875000000.0,135625000000.0
2013-05-19,0.875,502500000000.0,143750000000.0
2013-05-20,0.875,501875000000.0,153125000000.0
2013-05-21,0.863,505625000000.0,155000000000.0
2013-05-22,0.866,505625000000.0,143125000000.0
2013-05-23,0.874,483125000000.0,128750000000.0
2013-05-24,0.871,485625000000.0,131250000000.0
2013-05-25,0.883,478750000000.0,117500000000.0
2013-05-26,0.882,477500000000.0,115625000000.0
2013-05-27,0.871,475000000000.0,120000000000.0
2013-05-28,0.872,468125000000.0,124375000000.0
2013-05-29,0.87,461875000000.0,131875000000.0
2013-05-30,0.863,470000000000.0,137500000000.0
2013-05-31,0.866,465000000000.0,135625000000.0
2013-06-01,0.871,460625000000.0,131250000000.0
2013-06-02,0.866,453125000000.0,141875000000.0
2013-06-03,0.851,465000000000.0,147500000000.0
2013-06-04,0.857,464375000000.0,148125000000.0
2013-06-05,0.791,489375000000.0,237500000000.0
2013-06-06,0.77,502500000000.0,259375000000.0
2013-06-07,0.789,505625000000.0,230000000000.0
2013-06-08,0.759,513125000000.0,280000000000.0
2013-06-09,0.772,520000000000.0,265000000000.0
2013-06-10,0.775,512500000000.0,264375000000.0
2013-06-11,0.775,510625000000.0,263750000000.0
2013-06-12,0.778,500625000000.0,280625000000.0
2013-06-13,0.789,508125000000.0,255625000000.0
2013-06-14,0.749,515000000000.0,305625000000.0
2013-06-15,0.748,517500000000.0,305625000000.0
2013-06-16,0.747,525000000000.0,310625000000.0
2013-06-17,0.705,511250000000.0,353125000000.0
2013-06-18,0.705,500000000000.0,336250000000.0
2013-06-19,0.699,499375000000.0,331250000000.0
2013-06-20,0.693,501250000000.0,336250000000.0
2013-06-21,0.679,495000000000.0,340000000000.0
2013-06-22,0.684,487500000000.0,342500000000.0
2013-06-23,0.671,495000000000.0,340000000000.0
2013-06-24,0.665,495625000000.0,334375000000.0
2013-06-25,0.66,472500000000.0,317500000000.0
2013-06-26,0.632,486250000000.0,343750000000.0
2013-06-27,0.62,458125000000.0,326250000000.0
2013-06-28,0.601,424375000000.0,311875000000.0
2013-06-29,0.685,366250000000.0,252500000000.0
2013-06-30,0.632,359375000000.0,273750000000.0
2013-07-01,0.602,385000000000.0,299375000000.0
2013-07-02,0.656,352500000000.0,251250000000.0
2013-07-03,0.678,348750000000.0,248750000000.0
2013-07-04,0.652,336875000000.0,263750000000.0
2013-07-05,0.668,319375000000.0,247500000000.0
2013-07-06,0.706,295625000000.0,221875000000.0
2013-07-07,0.702,281250000000.0,209375000000.0
2013-07-08,0.636,340625000000.0,266250000000.0
2013-07-09,0.657,343750000000.0,244375000000.0
2013-07-10,0.679,331250000000.0,224375000000.0
2013-07-11,0.681,328125000000.0,215000000000.0
2013-07-12,0.7,304375000000.0,192500000000.0
2013-07-13,0.721,287500000000.0,180000000000.0
2013-07-14,0.686,286875000000.0,191250000000.0
2013-07-15,0.676,306250000000.0,198750000000.0
2013-07-16,0.673,304375000000.0,206875000000.0
2013-07-17,0.689,300000000000.0,196250000000.0
2013-07-18,0.688,290000000000.0,188125000000.0
2013-07-19,0.697,273125000000.0,175000000000.0
2013-07-20,0.752,265625000000.0,143750000000.0
2013-07-21,0.775,243125000000.0,134375000000.0
2013-07-22,0.751,245625000000.0,138125000000.0
2013-07-23,0.749,243125000000.0,138125000000.0
2013-07-24,0.746,251250000000.0,141875000000.0
2013-07-25,0.715,252500000000.0,150625000000.0
2013-07-26,0.729,249375000000.0,142500000000.0
2013-07-27,0.721,250000000000.0,146250000000.0
2013-07-28,0.718,238750000000.0,143750000000.0
2013-07-29,0.702,255000000000.0,159375000000.0
2013-07-30,0.706,249375000000.0,152500000000.0
2013-07-31,0.729,250000000000.0,141875000000.0
2013-08-01,0.725,246250000000.0,138750000000.0
2013-08-02,0.711,251250000000.0,151250000000.0
2013-08-03,0.729,213125000000.0,126250000000.0
2013-08-04,0.698,237500000000.0,140625000000.0
2013-08-05,0.739,225000000000.0,121875000000.0
2013-08-06,0.799,205625000000.0,98750000000.0
2013-08-07,0.835,194375000000.0,80625000000.0
2013-08-08,0.782,205000000000.0,91875000000.0
2013-08-09,0.779,207500000000.0,98750000000.0
2013-08-10,0.794,205625000000.0,94375000000.0
2013-08-11,0.749,210625000000.0,116250000000.0
2013-08-12,0.769,208750000000.0,105625000000.0
2013-08-13,0.78,212500000000.0,101875000000.0
2013-08-14,0.763,205625000000.0,105625000000.0
2013-08-15,0.77,203125000000.0,103750000000.0
2013-08-16,0.767,206250000000.0,102500000000.0
2013-08-17,0.798,192500000000.0,96250000000.0
2013-08-18,0.797,190000000000.0,96250000000.0
2013-08-19,0.773,205625000000.0,111875000000.0
2013-08-20,0.772,197500000000.0,100625000000.0
2013-08-21,0.763,206250000000.0,104375000000.0
2013-08-22,0.782,213125000000.0,105625000000.0
2013-08-23,0.776,205625000000.0,103125000000.0
2013-08-24,0.76,213750000000.0,108750000000.0
2013-08-25,0.835,185625000000.0,87500000000.0
2013-08-26,0.779,185625000000.0,101875000000.0
2013-08-27,0.774,180625000000.0,106250000000.0
2013-08-28,0.733,190000000000.0,118125000000.0
2013-08-29,0.733,203125000000.0,116875000000.0
2013-08-30,0.718,213125000000.0,126250000000.0
2013-08-31,0.743,213125000000.0,118125000000.0
2013-09-01,0.757,201250000000.0,118125000000.0
2013-09-02,0.733,195625000000.0,121875000000.0
2013-09-03,0.762,188750000000.0,115625000000.0
2013-09-04,0.73,190000000000.0,118750000000.0
2013-09-05,0.713,200625000000.0,122500000000.0
2013-09-06,0.723,201250000000.0,115000000000.0
2013-09-07,0.751,203125000000.0,114375000000.0
2013-09-08,0.709,198750000000.0,120625000000.0
2013-09-09,0.715,208125000000.0,122500000000.0
2013-09-10,0.736,211250000000.0,123125000000.0
2013-09-11,0.756,203750000000.0,112500000000.0
2013-09-12,0.714,215000000000.0,135000000000.0
2013-09-13,0.752,201875000000.0,126875000000.0
2013-09-14,0.714,207500000000.0,146875000000.0
2013-09-15,0.69,213125000000.0,141875000000.0
2013-09-16,0.694,216875000000.0,146875000000.0
2013-09-17,0.757,213125000000.0,128125000000.0
2013-09-18,0.754,212500000000.0,122500000000.0
2013-09-19,0.776,208125000000.0,121875000000.0
2013-09-20,0.799,213125000000.0,111875000000.0
2013-09-21,0.806,190625000000.0,100625000000.0
2013-09-22,0.816,191250000000.0,103125000000.0
2013-09-23,0.782,203125000000.0,111875000000.0
2013-09-24,0.733,200000000000.0,135000000000.0
2013-09-25,0.727,200000000000.0,143750000000.0
2013-09-26,0.72,205625000000.0,137500000000.0
2013-09-27,0.733,209375000000.0,140625000000.0
2013-09-28,0.739,191250000000.0,133750000000.0
2013-09-29,0.732,186250000000.0,126250000000.0
2013-09-30,0.751,201250000000.0,121875000000.0
2013-10-01,0.7,209375000000.0,150625000000.0
2013-10-02,0.712,235000000000.0,165625000000.0
2013-10-03,0.755,260000000000.0,163125000000.0
2013-10-04,0.795,248750000000.0,112500000000.0
2013-10-05,0.807,250000000000.0,97500000000.0
2013-10-06,0.812,250000000000.0,93750000000.0
2013-10-07,0.801,256875000000.0,111875000000.0
2013-10-08,0.822,263125000000.0,95625000000.0
2013-10-09,0.861,265000000000.0,77500000000.0
2013-10-10,0.839,288125000000.0,88750000000.0
2013-10-11,0.836,312500000000.0,96875000000.0
2013-10-12,0.831,335000000000.0,116250000000.0
2013-10-13,0.849,333125000000.0,103125000000.0
2013-10-14,0.822,359375000000.0,129375000000.0
2013-10-15,0.849,352500000000.0,106250000000.0
2013-10-16,0.852,362500000000.0,111875000000.0
2013-10-17,0.855,374375000000.0,115625000000.0
2013-10-18,0.862,386875000000.0,111250000000.0
2013-10-19,0.859,385625000000.0,115000000000.0
2013-10-20,0.849,396875000000.0,121875000000.0
2013-10-21,0.872,408125000000.0,103750000000.0
2013-10-22,0.87,421250000000.0,113125000000.0
2013-10-23,0.866,425000000000.0,113750000000.0
2013-10-24,0.883,426875000000.0,98125000000.0
2013-10-25,0.885,440000000000.0,98125000000.0
2013-10-26,0.889,440625000000.0,100000000000.0
2013-10-27,0.875,441250000000.0,115000000000.0
2013-10-28,0.87,441875000000.0,103750000000.0
2013-10-29,0.862,444375000000.0,108125000000.0
2013-10-30,0.88,443125000000.0,104375000000.0
2013-10-31,0.88,440625000000.0,106875000000.0
2013-11-01,0.862,451250000000.0,114375000000.0
2013-11-02,0.875,454375000000.0,110625000000.0
2013-11-03,0.878,460625000000.0,104375000000.0
2013-11-04,0.885,459375000000.0,99375000000.0
2013-11-05,0.868,469375000000.0,110000000000.0
2013-11-06,0.866,477500000000.0,114375000000.0
2013-11-07,0.867,483125000000.0,115625000000.0
2013-11-08,0.889,489375000000.0,96875000000.0
2013-11-09,0.884,500000000000.0,108125000000.0
2013-11-10,0.899,499375000000.0,94375000000.0
2013-11-11,0.884,498125000000.0,110000000000.0
2013-11-12,0.878,487500000000.0,113125000000.0
2013-11-13,0.908,480625000000.0,88125000000.0
2013-11-14,0.896,491250000000.0,94375000000.0
2013-11-15,0.894,495000000000.0,99375000000.0
2013-11-16,0.885,505625000000.0,103125000000.0
2013-11-17,0.884,523125000000.0,113750000000.0
2013-11-18,0.888,531875000000.0,114375000000.0
2013-11-19,0.894,536250000000.0,110625000000.0
2013-11-20,0.893,533125000000.0,107500000000.0
2013-11-21,0.896,533750000000.0,113125000000.0
2013-11-22,0.845,556875000000.0,171875000000.0
2013-11-23,0.835,551250000000.0,178125000000.0
2013-11-24,0.859,535625000000.0,134375000000.0
2013-11-25,0.881,525000000000.0,112500000000.0
2013-11-26,0.884,523125000000.0,108750000000.0
2013-11-27,0.871,518125000000.0,126875000000.0
2013-11-28,0.906,503750000000.0,95625000000.0
2013-11-29,0.897,519375000000.0,102500000000.0
2013-11-30,0.881,527500000000.0,115625000000.0
2013-12-01,0.89,527500000000.0,107500000000.0
2013-12-02,0.889,528125000000.0,110000000000.0
2013-12-03,0.879,539375000000.0,120625000000.0
2013-12-04,0.863,541250000000.0,132500000000.0
2013-12-05,0.849,549375000000.0,154375000000.0
2013-12-06,0.86,550625000000.0,138750000000.0
2013-12-07,0.894,547500000000.0,110000000000.0
2013-12-08,0.898,541250000000.0,108125000000.0
2013-12-09,0.902,536875000000.0,105000000000.0
2013-12-10,0.898,528750000000.0,98750000000.0
2013-12-11,0.887,534375000000.0,108125000000.0
2013-12-12,0.905,538125000000.0,90000000000.0
2013-12-13,0.911,546250000000.0,90000000000.0
2013-12-14,0.906,528750000000.0,93750000000.0
2013-12-15,0.9,518125000000.0,96250000000.0
2013-12-16,0.898,516250000000.0,95000000000.0
2013-12-17,0.896,525625000000.0,98125000000.0
2013-12-18,0.892,520000000000.0,111875000000.0
2013-12-19,0.898,500625000000.0,98125000000.0
2013-12-20,0.896,483125000000.0,90625000000.0
2013-12-21,0.89,469375000000.0,90625000000.0
2013-12-22,0.887,465000000000.0,92500000000.0
2013-12-23,0.882,459375000000.0,96250000000.0
2013-12-24,0.893,447500000000.0,86875000000.0
2013-12-25,0.894,443750000000.0,86250000000.0
2013-12-26,0.889,451250000000.0,91250000000.0
2013-12-27,0.889,453750000000.0,91250000000.0
2013-12-28,0.889,452500000000.0,91250000000.0
2013-12-29,0.89,451250000000.0,90625000000.0
2013-12-30,0.9,443750000000.0,82500000000.0
2013-12-31,0.904,442500000000.0,78750000000.0
2014-01-01,0.906,449375000000.0,75000000000.0
2014-01-02,0.902,458125000000.0,83125000000.0
2014-01-03,0.898,455625000000.0,86875000000.0
2014-01-04,0.886,456875000000.0,92500000000.0
2014-01-05,0.893,436875000000.0,83750000000.0
2014-01-06,0.888,434375000000.0,92500000000.0
2014-01-07,0.897,421250000000.0,80000000000.0
2014-01-08,0.904,418750000000.0,70625000000.0
2014-01-09,0.895,434375000000.0,84375000000.0
2014-01-10,0.884,451250000000.0,93125000000.0
2014-01-11,0.881,463125000000.0,101250000000.0
2014-01-12,0.885,470000000000.0,98750000000.0
2014-01-13,0.894,476250000000.0,98125000000.0
2014-01-14,0.893,487500000000.0,96875000000.0
2014-01-15,0.893,486250000000.0,101250000000.0
2014-01-16,0.905,485625000000.0,93125000000.0
2014-01-17,0.894,494375000000.0,99375000000.0
2014-01-18,0.9,493750000000.0,96875000000.0
2014-01-19,0.889,496875000000.0,105000000000.0
2014-01-20,0.894,488750000000.0,98125000000.0
2014-01-21,0.897,481875000000.0,95000000000.0
2014-01-22,0.897,478125000000.0,91875000000.0
2014-01-23,0.893,481875000000.0,95625000000.0
2014-01-24,0.896,472500000000.0,95000000000.0
2014-01-25,0.884,462500000000.0,90625000000.0
2014-01-26,0.885,442500000000.0,93125000000.0
2014-01-27,0.879,432500000000.0,87500000000.0
2014-01-28,0.887,432500000000.0,85000000000.0
2014-01-29,0.885,449375000000.0,94375000000.0
2014-01-30,0.889,451250000000.0,95000000000.0
2014-01-31,0.885,448125000000.0,96250000000.0
2014-02-01,0.88,456875000000.0,105000000000.0
2014-02-02,0.876,463750000000.0,107500000000.0
2014-02-03,0.857,470000000000.0,121875000000.0
2014-02-04,0.874,460000000000.0,108125000000.0
2014-02-05,0.877,463125000000.0,104375000000.0
2014-02-06,0.882,465625000000.0,104375000000.0
2014-02-07,0.891,461875000000.0,97500000000.0
2014-02-08,0.875,473125000000.0,108750000000.0
2014-02-09,0.878,467500000000.0,108750000000.0
2014-02-10,0.873,466875000000.0,110625000000.0
2014-02-11,0.888,462500000000.0,93125000000.0
2014-02-12,0.892,465625000000.0,96875000000.0
2014-02-13,0.889,466875000000.0,99375000000.0
2014-02-14,0.885,475000000000.0,97500000000.0
2014-02-15,0.885,478125000000.0,92500000000.0
2014-02-16,0.89,478750000000.0,91250000000.0
2014-02-17,0.891,486250000000.0,92500000000.0
2014-02-18,0.9,490625000000.0,87500000000.0
2014-02-19,0.899,495625000000.0,89375000000.0
2014-02-20,0.901,498750000000.0,88125000000.0
2014-02-21,0.904,502500000000.0,86875000000.0
2014-02-22,0.895,506250000000.0,94375000000.0
2014-02-23,0.891,498750000000.0,97500000000.0
2014-02-24,0.895,495625000000.0,91875000000.0
2014-02-25,0.897,503125000000.0,88750000000.0
2014-02-26,0.885,526875000000.0,105000000000.0
2014-02-27,0.891,523125000000.0,101250000000.0
2014-02-28,0.904,518125000000.0,90625000000.0
2014-03-01,0.899,518750000000.0,94375000000.0
2014-03-02,0.89,520000000000.0,102500000000.0
2014-03-03,0.892,521250000000.0,101875000000.0
2014-03-04,0.902,524375000000.0,92500000000.0
2014-03-05,0.907,520000000000.0,90000000000.0
2014-03-06,0.901,508750000000.0,88750000000.0
2014-03-07,0.891,505625000000.0,91250000000.0
2014-03-08,0.896,503125000000.0,94375000000.0
2014-03-09,0.905,500625000000.0,88125000000.0
2014-03-10,0.896,514375000000.0,95625000000.0
2014-03-11,0.891,519375000000.0,98750000000.0
2014-03-12,0.899,518750000000.0,89375000000.0
2014-03-13,0.892,526875000000.0,96875000000.0
2014-03-14,0.875,525625000000.0,115000000000.0
2014-03-15,0.881,517500000000.0,113125000000.0
2014-03-16,0.885,503750000000.0,107500000000.0
2014-03-17,0.883,495625000000.0,103125000000.0
2014-03-18,0.899,485000000000.0,86875000000.0
2014-03-19,0.906,486250000000.0,81875000000.0
2014-03-20,0.908,484375000000.0,80625000000.0
2014-03-21,0.888,491250000000.0,95000000000.0
2014-03-22,0.884,496875000000.0,101250000000.0
2014-03-23,0.891,503125000000.0,100000000000.0
2014-03-24,0.892,506250000000.0,101875000000.0
2014-03-25,0.898,500000000000.0,94375000000.0
2014-03-26,0.898,488125000000.0,86875000000.0
2014-03-27,0.907,480000000000.0,83750000000.0
2014-03-28,0.896,498125000000.0,93750000000.0
2014-03-29,0.899,510625000000.0,93750000000.0
2014-03-30,0.897,519375000000.0,91875000000.0
2014-03-31,0.903,525625000000.0,90625000000.0
2014-04-01,0.883,539375000000.0,111875000000.0
2014-04-02,0.892,531875000000.0,103750000000.0
2014-04-03,0.899,529375000000.0,96250000000.0
2014-04-04,0.882,541875000000.0,116875000000.0
2014-04-05,0.897,543125000000.0,102500000000.0
2014-04-06,0.906,535625000000.0,96875000000.0
2014-04-07,0.909,524375000000.0,91250000000.0
2014-04-08,0.916,508125000000.0,83750000000.0
2014-04-09,0.909,505625000000.0,90625000000.0
2014-04-10,0.889,517500000000.0,104375000000.0
2014-04-11,0.893,516250000000.0,94375000000.0
2014-04-12,0.902,517500000000.0,90625000000.0
2014-04-13,0.894,525625000000.0,96875000000.0
2014-04-14,0.905,527500000000.0,90000000000.0
2014-04-15,0.894,531250000000.0,100625000000.0
2014-04-16,0.862,537500000000.0,138125000000.0
2014-04-17,0.874,523750000000.0,121875000000.0
2014-04-18,0.876,525625000000.0,120000000000.0
2014-04-19,0.88,516875000000.0,111250000000.0
2014-04-20,0.89,518125000000.0,104375000000.0
2014-04-21,0.885,521250000000.0,108750000000.0
2014-04-22,0.886,533125000000.0,111250000000.0
2014-04-23,0.88,539375000000.0,131875000000.0
2014-04-24,0.89,534375000000.0,123125000000.0
2014-04-25,0.892,531875000000.0,115625000000.0
2014-04-26,0.882,536875000000.0,116875000000.0
2014-04-27,0.884,542500000000.0,115625000000.0
2014-04-28,0.893,549375000000.0,110000000000.0
2014-04-29,0.888,538125000000.0,116250000000.0
2014-04-30,0.894,542500000000.0,107500000000.0
2014-05-01,0.895,546250000000.0,111250000000.0
2014-05-02,0.89,537500000000.0,118125000000.0
2014-05-03,0.892,538750000000.0,113750000000.0
2014-05-04,0.895,531250000000.0,110625000000.0
2014-05-05,0.89,528125000000.0,113125000000.0
2014-05-06,0.902,513125000000.0,99375000000.0
2014-05-07,0.876,515000000000.0,117500000000.0
2014-05-08,0.884,512500000000.0,108750000000.0
2014-05-09,0.884,518750000000.0,110625000000.0
2014-05-10,0.88,524375000000.0,111875000000.0
2014-05-11,0.88,527500000000.0,113750000000.0
2014-05-12,0.871,530000000000.0,126875000000.0
2014-05-13,0.873,528125000000.0,128750000000.0
2014-05-14,0.855,536250000000.0,162500000000.0
2014-05-15,0.861,533125000000.0,160625000000.0
2014-05-16,0.852,537500000000.0,176875000000.0
2014-05-17,0.853,548125000000.0,168750000000.0
2014-05-18,0.852,551875000000.0,177500000000.0
2014-05-19,0.849,549375000000.0,176875000000.0
2014-05-20,0.844,551250000000.0,181250000000.0
2014-05-21,0.832,563125000000.0,204375000000.0
2014-05-22,0.821,555625000000.0,237500000000.0
2014-05-23,0.816,552500000000.0,236875000000.0
2014-05-24,0.831,546250000000.0,207500000000.0
2014-05-25,0.831,530000000000.0,221250000000.0
2014-05-26,0.828,535000000000.0,228125000000.0
2014-05-27,0.826,530625000000.0,226875000000.0
2014-05-28,0.825,519375000000.0,231875000000.0
2014-05-29,0.809,530000000000.0,265000000000.0
2014-05-30,0.814,533750000000.0,242500000000.0
2014-05-31,0.789,535625000000.0,253750000000.0
2014-06-01,0.792,535000000000.0,249375000000.0
2014-06-02,0.785,529375000000.0,251250000000.0
2014-06-03,0.803,527500000000.0,232500000000.0
2014-06-04,0.778,510625000000.0,290000000000.0
2014-06-05,0.787,508125000000.0,256250000000.0
2014-06-06,0.772,513125000000.0,274375000000.0
2014-06-07,0.741,510625000000.0,330625000000.0
2014-06-08,0.767,525000000000.0,263125000000.0
2014-06-09,0.778,517500000000.0,257500000000.0
2014-06-10,0.765,516875000000.0,258125000000.0
2014-06-11,0.724,521875000000.0,305000000000.0
2014-06-12,0.758,523750000000.0,260625000000.0
2014-06-13,0.728,520000000000.0,309375000000.0
2014-06-14,0.707,530625000000.0,343125000000.0
2014-06-15,0.718,530625000000.0,316875000000.0
2014-06-16,0.699,520625000000.0,338125000000.0
2014-06-17,0.709,503125000000.0,326875000000.0
2014-06-18,0.752,490625000000.0,261875000000.0
2014-06-19,0.782,481875000000.0,226250000000.0
2014-06-20,0.753,468125000000.0,268750000000.0
2014-06-21,0.765,467500000000.0,237500000000.0
2014-06-22,0.722,452500000000.0,303125000000.0
2014-06-23,0.722,449375000000.0,299375000000.0
2014-06-24,0.72,438125000000.0,297500000000.0
2014-06-25,0.729,432500000000.0,290000000000.0
2014-06-26,0.734,433125000000.0,278125000000.0
2014-06-27,0.733,436875000000.0,290000000000.0
